A3,1.0.0,Accurate, Adaptable, and Accessible Error Metrics for Predictive Models
AzureML,0.2.13,Interface with Azure Machine Learning Datasets, Experiments and Web Services
B2Z,1.4,Bayesian Two-Zone Model 
b6e6rl,1.1,Adaptive differential evolution, b6e6rl variant 
babar,1.0,Bayesian Bacterial Growth Curve Analysis in R 
babel,0.3-0,Ribosome Profiling Data Analysis 
BaBooN,0.2-0,Bayesian Bootstrap Predictive Mean Matching - Multiple and Single Imputation for Discrete Data
babynames,0.3.0,US Baby Names 1880-2015 
BACA,1.3,Bubble Chart to Compare Biological Annotations by using DAVID 
BacArena,1.6,Modeling Framework for Cellular Communities in their Environments
BACCO,2.0-9,Bayesian Analysis of Computer Code Output (BACCO) 
BACCT,1.0,Bayesian Augmented Control for Clinical Trials 
backblazer,0.1.0,Bindings to the Backblaze B2 API 
backpipe,0.1.8.1,Backward Pipe Operator 
backports,1.1.0,Reimplementations of Functions Introduced Since R-3.0.0 
backShift,0.1.4.1,Learning Causal Cyclic Graphs from Unknown Shift Interventions 
backtest,0.3-4,Exploring Portfolio-Based Conjectures About Financial Instruments
backtestGraphics,0.1.6,Interactive Graphics for Portfolio Data 
BACprior,2.0,Choice of the Hyperparameter Omega in the Bayesian Adjustment for Confounding (BAC) Algorithm
bacr,1.0.1,Bayesian Adjustment for Confounding 
badgecreatr,0.1.0,Create Badges for 'Travis', 'Repostatus' 'Codecov.io' Etc in Github Readme
badger,0.0.2,Badge for R Package 
BAEssd,1.0.1,Bayesian Average Error approach to Sample Size Determination 
Bagidis,1.0,BAses GIving DIStances 
bagRboostR,0.0.2,Ensemble bagging and boosting classifiers 
baitmet,1.0.0,Library Driven Compound Profiling in GC-MS Data 
BalanceCheck,0.1,Balance Check for Multiple Covariates in Matched Observational Studies
BalancedSampling,1.5.2,Balanced and Spatially Balanced Sampling 
BaM,1.0.1,Functions and Datasets for Books by Jeff Gill 
BAMBI,1.1.0,Bivariate Angular Mixture Models 
bamboo,0.9.18,Protein Secondary Structure Prediction Using the Bamboo Method 
bamdit,3.0.0,Bayesian Meta-Analysis of Diagnostic Test Data 
bamlss,0.1-2,Bayesian Additive Models for Location Scale and Shape (and Beyond)
BAMMtools,2.1.6,Analysis and Visualization of Macroevolutionary Dynamics on Phylogenetic Trees
bandit,0.5.0,Functions for simple A/B split test and multi-armed bandit analysis
BANFF,2.0,Bayesian Network Feature Finder 
bannerCommenter,0.1.0,Make Banner Comments with a Consistent Format 
BANOVA,0.8,Hierarchical Bayesian ANOVA Models 
banxicoR,0.9.0,Download Data from the Bank of Mexico 
bapred,1.0,Batch Effect Removal and Addon Normalization (in Phenotype Prediction using Gene Data)
BaPreStoPro,0.1,Bayesian Prediction of Stochastic Processes 
BarBorGradient,1.0.5,Function Minimum Approximator 
barcode,1.1,Barcode distribution plots 
BarcodingR,1.0-2,Species Identification using DNA Barcodes 
Barnard,1.8,Barnard's Unconditional Test 
BART,1.2,Bayesian Additive Regression Trees 
bartMachine,1.2.3,Bayesian Additive Regression Trees 
bartMachineJARs,1.0,bartMachine JARs 
Barycenter,1.0,Wasserstein Barycenter 
BAS,1.4.6,Bayesian Model Averaging using Bayesian Adaptive Sampling 
base64,2.0,Base64 Encoder and Decoder 
base64enc,0.1-3,Tools for base64 encoding 
base64url,1.1,Fast and URL-Safe Base64 Encoder and Decoder 
basefun,0.0-38,Infrastructure for Computing with Basis Functions 
baseline,1.2-1,Baseline Correction of Spectra 
BASIX,1.1,BASIX: An efficient C/C++ toolset for R 
BASS,0.2.2,Bayesian Adaptive Spline Surfaces 
BaSTA,1.9.4,Age-Specific Survival Analysis from Incomplete Capture-Recapture/Recovery Data
bastah,1.0.7,Big Data Statistical Analysis for High-Dimensional Models 
BAT,1.5.5,Biodiversity Assessment Tools 
batade,0.1,HTML reports and so on 
batch,1.1-4,Batching Routines in Parallel and Passing Command-Line Arguments to R
BatchExperiments,1.4.1,Statistical Experiments on Batch Computing Clusters 
BatchGetSymbols,1.1,Downloads and Organizes Financial Data for Multiple Tickers 
BatchJobs,1.6,Batch Computing with R 
BatchMap,1.0.1.0,Software for the Creation of High Density Linkage Maps in Outcrossing Species
batchmeans,1.0-3,Consistent Batch Means Estimation of Monte Carlo Standard Errors 
batchtools,0.9.3,Tools for Computation on Batch Systems 
BaTFLED3D,0.2.1,Bayesian Tensor Factorization Linked to External Data 
batman,0.1.0,Convert Categorical Representations of Logicals to Actual Logicals
batteryreduction,0.1.1,An R Package for Data Reduction by Battery Reduction 
BayClone2,1.1,Bayesian Feature Allocation Model for Tumor Heterogeneity 
bayesAB,0.7.0,Fast Bayesian Methods for AB Testing 
BayesBD,1.1,Bayesian Inference for Image Boundaries 
BayesBinMix,1.4,Bayesian Estimation of Mixtures of Multivariate Bernoulli Distributions
bayesbio,1.0.0,Miscellaneous Functions for Bioinformatics and Bayesian Statistics
bayesboot,0.2.1,An Implementation of Rubin's (1981) Bayesian Bootstrap 
BayesBridge,0.6,Bridge Regression 
bayesCL,0.0.1,Bayesian Inference on a GPU using OpenCL 
BayesCombo,1.0,Bayesian Evidence Combination 
BayesComm,0.1-2,Bayesian Community Ecology Analysis 
bayescount,0.9.99-5,Power Calculations and Bayesian Analysis of Count Distributions and FECRT Data using MCMC
BayesCR,2.0,Bayesian Analysis of Censored Regression Models Under Scale Mixture of Skew Normal Distributions
BayesDA,2012.04-1,Functions and Datasets for the book "Bayesian Data Analysis" 
bayesDccGarch,2.0,The Bayesian Dynamic Conditional Correlation GARCH Model 
bayesDem,2.5-1,Graphical User Interface for bayesTFR, bayesLife and bayesPop 
bayesDP,1.1.1,Tools for the Bayesian Discount Prior Function 
BayesFactor,0.9.12-2,Computation of Bayes Factors for Common Designs 
BayesFM,0.1.2,Bayesian Inference for Factor Modeling 
bayesGARCH,2.1.3,Bayesian Estimation of the GARCH(1,1) Model with Student-t Innovations
bayesGDS,0.6.2,Scalable Rejection Sampling for Bayesian Hierarchical Models 
BayesGESM,1.4,Bayesian Analysis of Generalized Elliptical Semi-Parametric Models and Flexible Measurement Error Models
BayesH,1.0,Bayesian Regression Model with Mixture of Two Scaled Inverse Chi Square as Hyperprior
BayesianAnimalTracker,1.2,Bayesian Melding of GPS and DR Path for Animal Tracking 
Bayesianbetareg,1.2,Bayesian Beta regression: joint mean and precision modeling 
bayesianETAS,1.0.3,Bayesian Estimation of the ETAS Model for Earthquake Occurrences 
BayesianNetwork,0.1.1,Bayesian Network Modeling and Analysis 
BayesianTools,0.1.2,General-Purpose MCMC and SMC Samplers and Tools for Bayesian Statistics
bayesImageS,0.4-0,Bayesian Methods for Image Segmentation using a Potts Model 
BayesLCA,1.7,Bayesian Latent Class Analysis 
bayesLife,3.0-5,Bayesian Projection of Life Expectancy 
BayesLogit,0.6,Logistic Regression 
bayesloglin,1.0.1,Bayesian Analysis of Contingency Table Data 
bayesm,3.0-2,Bayesian Inference for Marketing/Micro-Econometrics 
BayesMAMS,0.1,Designing Bayesian Multi-Arm Multi-Stage Studies 
bayesMCClust,1.0,Mixtures-of-Experts Markov Chain Clustering and Dirichlet Multinomial Clustering
BayesMed,1.0.1,Default Bayesian Hypothesis Tests for Correlation, Partial Correlation, and Mediation
bayesmeta,1.4,Bayesian Random-Effects Meta-Analysis 
bayesmix,0.7-4,Bayesian Mixture Models with JAGS 
BayesMixSurv,0.9.1,Bayesian Mixture Survival Models using Additive Mixture-of-Weibull Hazards, with Lasso Shrinkage and
BayesNetBP,1.0.1,Bayesian Network Belief Propagation 
BayesNI,0.1,BayesNI: Bayesian Testing Procedure for Noninferiority with Binary Endpoints
BayesPieceHazSelect,1.1.0,Variable Selection in a Hierarchical Bayesian Model for a Hazard Function
BayesPiecewiseICAR,0.2.1,Hierarchical Bayesian Model for a Hazard Function 
bayesplot,1.2.0,Plotting for Bayesian Models 
bayesPop,6.0-4,Probabilistic Population Projection 
bayespref,1.0,Hierarchical Bayesian analysis of ecological count data 
bayesQR,2.3,Bayesian Quantile Regression 
bayesreg,1.0,Bayesian Regression Models with Continuous Shrinkage Priors 
bayess,1.4,Bayesian Essentials with R 
BayesS5,1.30,Bayesian Variable Selection Using Simplified Shotgun Stochastic Search with Screening (S5)
BayesSAE,1.0-1,Bayesian Analysis of Small Area Estimation 
BayesSingleSub,0.6.2,Computation of Bayes factors for interrupted time-series designs 
BayesSpec,0.5.3,Bayesian Spectral Analysis Techniques 
BayesSummaryStatLM,1.0-1,MCMC Sampling of Bayesian Linear Models via Summary Statistics 
bayesSurv,3.0,Bayesian Survival Regression with Flexible Error and Random Effects Distributions
bayesTFR,6.0-0,Bayesian Fertility Projection 
Bayesthresh,2.0.1,Bayesian thresholds mixed-effects models for categorical data 
BayesTree,0.3-1.4,Bayesian Additive Regression Trees 
BayesTreePrior,1.0.1,Bayesian Tree Prior Simulation 
BayesValidate,0.0,BayesValidate Package 
BayesVarSel,1.7.0,Bayes Factors, Model Choice and Variable Selection in Linear Models
BayesX,0.2-9,R Utilities Accompanying the Software Package BayesX 
BayesXsrc,2.1-2,R Package Distribution of the BayesX C++ Sources 
BayHap,1.0.1,Bayesian analysis of haplotype association using Markov Chain Monte Carlo
BayHaz,0.1-3,R Functions for Bayesian Hazard Rate Estimation 
BaylorEdPsych,0.5,R Package for Baylor University Educational Psychology Quantitative Courses
bayou,1.1.0,Bayesian Fitting of Ornstein-Uhlenbeck Models to Phylogenies 
BaySIC,1.0,Bayesian Analysis of Significantly Mutated Genes in Cancer 
BAYSTAR,0.2-9,On Bayesian analysis of Threshold autoregressive model (BAYSTAR) 
bazar,0.1.4,Miscellaneous Basic Functions 
BB,2014.10-1,Solving and Optimizing Large-Scale Nonlinear Systems 
bbefkr,4.2,Bayesian bandwidth estimation and semi-metric selection for the functional kernel regression with unknown error density
bbemkr,2.0,Bayesian bandwidth estimation for multivariate kernel regression with Gaussian error
BBEST,0.1-6,Bayesian Estimation of Incoherent Neutron Scattering Backgrounds 
BBmisc,1.11,Miscellaneous Helper Functions for B. Bischl 
bbmle,1.0.19,Tools for General Maximum Likelihood Estimation 
BBMM,3.0,Brownian bridge movement model 
BBMV,1.0,Models for Continuous Traits Evolving in Macroevolutionary Landscapes of any Shape
bbo,0.2,Biogeography-Based Optimization 
BBRecapture,0.1,Bayesian Behavioural Capture-Recapture Models 
bc3net,1.0.4,Gene Regulatory Network Inference with Bc3net 
BCA,0.9-3,Business and Customer Analytics 
BCBCSF,1.0-1,Bias-Corrected Bayesian Classification with Selected Features 
BCC1997,0.1.1,Calculation of Option Prices Based on a Universal Solution 
BCDating,0.9.7,Business Cycle Dating and Plotting Tools 
BcDiag,1.0.10,Diagnostics Plots for Bicluster Data 
BCE,2.1,Bayesian composition estimator: estimating sample (taxonomic) composition from biomarker data
BCEA,2.2-5,Bayesian Cost Effectiveness Analysis 
BCEE,1.1,The Bayesian Causal Effect Estimation Algorithm 
BCellMA,0.3.4,B Cell Receptor Somatic Hyper Mutation Analysis 
BCEs0,1.1-1,Bayesian Models for Cost-Effectiveness Analysis in the Presence of Structural Zero Costs
Bchron,4.2.6,Radiocarbon Dating, Age-Depth Modelling, Relative Sea Level Rate Estimation, and Non-Parametric Phase Modelling
Bclim,3.1.2,Bayesian Palaeoclimate Reconstruction from Pollen Data 
bclust,1.5,Bayesian Hierarchical Clustering Using Spike and Slab Models 
bcp,4.0.0,Bayesian Analysis of Change Point Problems 
bcpa,1.1,Behavioral change point analysis of animal movement 
bcpmeta,1.0,Bayesian Multiple Changepoint Detection Using Metadata 
BCRA,1.0,Breast Cancer Risk Assessment 
bcRep,1.3.6,Advanced Analysis of B Cell Receptor Repertoire Data 
bcrm,0.4.6,Bayesian Continual Reassessment Method for Phase I Dose-Escalation Trials
bcROCsurface,1.0-1,Bias-Corrected Methods for Estimating the ROC Surface of Continuous Diagnostic Tests
bcrypt,0.2,'Blowfish' Password Hashing Algorithm 
bcs,1.0.0,Bayesian Compressive Sensing Using Laplace Priors 
BCSub,0.5,A Bayesian Semiparametric Factor Analysis Model for Subtype Identification (Clustering)
bcv,1.0.1,Cross-Validation for the SVD (Bi-Cross-Validation) 
bda,5.1.6,Density Estimation for Grouped Data 
bde,1.0.1,Bounded Density Estimation 
BDgraph,2.37,Bayesian Structure Learning in Graphical Models using Birth-Death MCMC
bdots,0.1.9,Bootstrapped Differences of Time Series 
bdpopt,1.0-1,Optimisation of Bayesian Decision Problems 
bdpv,1.1,Inference and design for predictive values in binary diagnostic tests
bdrift,1.2.2,Beta Drift Analysis 
bdscale,2.0.0,Remove Weekends and Holidays from ggplot2 Axes 
bdsmatrix,1.3-2,Routines for Block Diagonal Symmetric matrices 
bdvis,0.2.15,Biodiversity Data Visualizations 
BDWreg,1.2.0,Bayesian Inference for Discrete Weibull Regression 
bdynsys,1.3,Bayesian Dynamical System Model 
bea.R,1.0.1,Bureau of Economic Analysis API 
BEACH,1.1.2,Biometric Exploratory Analysis Creation House 
beadarrayFilter,1.1.0,Bead filtering for Illumina bead arrays 
beadarrayMSV,1.1.0,Analysis of Illumina BeadArray SNP data including MSV markers 
beanplot,1.2,Visualization via Beanplots (like Boxplot/Stripchart/Violin Plot)
beanz,2.1,Bayesian Analysis of Heterogeneous Treatment Effect 
BEDASSLE,1.5,Quantifies effects of geo/eco distance on genetic differentiation
BEDMatrix,1.4.0,Extract Genotypes from a PLINK .bed File 
bedr,1.0.3,Genomic Region Processing using Tools Such as BEDtools, BEDOPS and Tabix
beepr,1.2,Easily Play Notification Sounds on any Platform 
beeswarm,0.2.3,The Bee Swarm Plot, an Alternative to Stripchart 
belex,0.1.0,Download Historical Data from the Belgrade Stock Exchange 
benchden,1.0.5,28 benchmark densities from Berlinet/Devroye (1994) 
benchmark,0.3-6,Benchmark Experiments Toolbox 
Benchmarking,0.26,Benchmark and Frontier Analysis Using DEA and SFA 
benchmarkme,0.4.0,Crowd Sourced System Benchmarks 
benchmarkmeData,0.4.0,Data Set for the 'benchmarkme' Package 
benchr,0.2.0,High Precise Measurement of R Expressions Execution Time 
benford.analysis,0.1.4.1,Benford Analysis for Data Validation and Forensic Analytics 
BenfordTests,1.2.0,Statistical Tests for Evaluating Conformity to Benford's Law 
bentcableAR,0.3.0,Bent-Cable Regression for Independent Data or Autoregressive Time Series
BEQI2,2.0-0,Benthic Ecosystem Quality Index 2 
ber,4.0,Batch Effects Removal 
Bergm,4.0.0,Bayesian Exponential Random Graph Models 
berryFunctions,1.15.0,Function Collection Related to Plotting and Hydrology 
BeSS,1.0.1,Best Subset Selection for Sparse Generalized Linear Model and Cox Model
Bessel,0.5-5,Bessel &ndash; Bessel Functions Computations and Approximations 
BEST,0.5.0,Bayesian Estimation Supersedes the t-Test 
bestglm,0.36,Best Subset GLM 
BetaBit,1.3,Mini Games from Adventures of Beta and Bit 
betacal,0.1.0,Beta Calibration 
betafam,1.0,Detecting rare variants for quantitative traits using nuclear families
betalink,2.2.1,Beta-Diversity of Species Interactions 
betapart,1.4-1,Partitioning Beta Diversity into Turnover and Nestedness Components
betaper,1.1-0,Functions to incorporate taxonomic uncertainty on multivariate analyses of ecological data
betareg,3.1-0,Beta Regression 
betas,0.1.1,Standardized Beta Coefficients 
betategarch,3.3,Simulation, Estimation and Forecasting of Beta-Skew-t-EGARCH Models
bethel,0.2,Bethel's algorithm 
BETS,0.2.1,Brazilian Economic Time Series 
BeviMed,5.0,Bayesian Evaluation of Variant Involvement in Mendelian Disease 
beyondWhittle,0.18.1,Bayesian Spectral Inference for Stationary Time Series 
bezier,1.1,Bezier Curve and Spline Toolkit 
bfa,0.4,Bayesian Factor Analysis 
bfast,1.5.7,Breaks For Additive Season and Trend (BFAST) 
bfork,0.1.2,Basic Unix Process Control 
bfp,0.0-35,Bayesian Fractional Polynomials 
BGData,1.0.0,A Suite of Packages for Analysis of Big Genomic Data 
bgeva,0.3-1,Binary Generalized Extreme Value Additive Models 
bglm,1.0,Bayesian Estimation in Generalized Linear Models 
BGLR,1.0.5,Bayesian Generalized Linear Regression 
bgmfiles,0.0.6,Example BGM Files for the Atlantis Ecosystem Model 
bgmm,1.8.3,Gaussian Mixture Modeling Algorithms and the Belief-Based Mixture Modeling
BGPhazard,1.2.3,Markov Beta and Gamma Processes for Modeling Hazard Rates 
BGSIMD,1.0,Block Gibbs Sampler with Incomplete Multinomial Distribution 
bgsmtr,0.1,Bayesian Group Sparse Multi-Task Regression 
BH,1.62.0-1,Boost C++ Header Files 
Bhat,0.9-10,General likelihood exploration 
BHH2,2016.05.31,Useful Functions for Box, Hunter and Hunter II 
bhm,1.11,Biomarker Threshold Models 
BHMSMAfMRI,1.1,Bayesian Hierarchical Multi-Subject Multiscale Analysis of Functional MRI Data
biasbetareg,1.0,Bias correction of the parameter estimates of the beta regression model
BiasedUrn,1.07,Biased Urn Model Distributions 
bib2df,0.2,Parse a BibTeX File to a Data.frame 
BiBitR,0.2.2,R Wrapper for Java Implementation of BiBit 
bibliometrix,1.6,Bibliometric and Co-Citation Analysis Tool 
bibliospec,0.0.4,Reading Mass Spectrometric Search Results 
bibtex,0.4.0,bibtex parser 
biclique,1.0.1,Maximal Biclique Enumeration in Bipartite Graphs 
biclust,1.2.0,BiCluster Algorithms 
BiDimRegression,1.0.6,Calculates the bidimensional regression between two 2D configurations
BIEN,1.1.0,Tools for Accessing the Botanical Information and Ecology Network Database
